Orcid,Année,Titre,Type,Source,contact
0000-0001-5173-9030,2014,Surface response to rain events throughout the West African monsoon,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84898802956&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2013,"Change in water loss regulation after canopy clearcut of a dominant shrub in Sahelian agrosystems, Guiera senegalensis J. F. Gmel",journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000321913500015&KeyUID=WOS:000321913500015,Jérôme Demarty
0000-0001-5173-9030,2013,"Change in water loss regulation after canopy clearcut of a dominant shrub in Sahelian agrosystems, Guiera senegalensis J. F. Gmel",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84880596841&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2013,Evaluating surface and subsurface water storage variations at small time and space scales from relative gravity measurements in semiarid Niger,journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000322241300014&KeyUID=WOS:000322241300014,Jérôme Demarty
0000-0001-5173-9030,2013,Evaluating surface and subsurface water storage variations at small time and space scales from relative gravity measurements in semiarid Niger,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84880287525&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2013,Surface response to rain events throughout the West African monsoon.,journal-article,https://hal.science/hal-00965406,Jérôme Demarty
0000-0001-5173-9030,2012,Process-based modeling of coupled energy and water cycle under dry tropical conditions: an experiment at local scale in the cultivated Sahel (South-West Niger),other,https://hal.inrae.fr/hal-02597560,Jérôme Demarty
0000-0001-5173-9030,2012,"Eau bleue, eau verte, production végétale : modélisation des changements éco-hydrologiques dans un petit bassin-versant sahélien (sud-ouest Niger)",working-paper,https://hal.science/hal-04933122,Jérôme Demarty
0000-0001-5173-9030,2012,Land Surface Temperature product validation using NOAA's surface climate observation networks-Scaling methodology for the Visible Infrared Imager Radiometer Suite (VIIRS),journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000311247700025&KeyUID=WOS:000311247700025,Jérôme Demarty
0000-0001-5173-9030,2012,Land surface temperature product validation using NOAA's surface climate observation networks-scaling methodology for the visible infrared imager radiometer suite (VIIRS),journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84862220545&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2012,Local-scale modeling of land surface processes in the cultivated Sahel (AMMA-CATCH Niger),conference-paper,https://hal.inrae.fr/hal-02597777,Jérôme Demarty
0000-0001-5173-9030,2012,Modeling effects of inter-annual variability in meteorological and land use conditions on coupled water and energy cycling in the cultivated African Sahel,conference-paper,https://hal.inrae.fr/hal-02597778,Jérôme Demarty
0000-0001-5173-9030,2012,Spatio-temporal surface soil heat flux estimates from satellite data; results for the AMMA experiment at the Fakara (Niger) supersite,journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000300923900007&KeyUID=WOS:000300923900007,Jérôme Demarty
0000-0001-5173-9030,2012,Spatio-temporal surface soil heat flux estimates from satellite data; results for the AMMA experiment at the Fakara (Niger) supersite,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84858133656&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2011,Contrasted land-surface processes along the West African rainfall gradient,journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000287816700007&KeyUID=WOS:000287816700007,Jérôme Demarty
0000-0001-5173-9030,2011,Contrasted land-surface processes along the West African rainfall gradient,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952033772&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2010,"Spatio-temporal soil heat flux estimates from satellite data; results for the AMMA experiment, Fakara supersite.",conference-paper,https://hal.science/hal-04115555,Jérôme Demarty
0000-0001-5173-9030,2008,Evolutionary bi-objective optimization of a semi-arid vegetation dynamics model with NDVI and sigma(0) satellite data,journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000254961500010&KeyUID=WOS:000254961500010,Jérôme Demarty
0000-0001-5173-9030,2008,Evolutionary bi-objective optimization of a semi-arid vegetation dynamics model with NDVI and σ<sup>0</sup> satellite data,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-40749112415&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2008,Interannual vegetation phenology estimates from global AVHRR measurements - Comparison with in situ data and applications,journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000253068100017&KeyUID=WOS:000253068100017,Jérôme Demarty
0000-0001-5173-9030,2008,Interannual vegetation phenology estimates from global AVHRR measurements. Comparison with in situ data and applications,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-38049043867&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2007,Assimilation of global MODIS leaf area index retrievals within a terrestrial biosphere model,journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000248871500003&KeyUID=WOS:000248871500003,Jérôme Demarty
0000-0001-5173-9030,2007,Assimilation of global MODIS leaf area index retrievals within a terrestrial biosphere model,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-34948909175&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2007,Growing season extension and its impact on terrestrial carbon cycle in the Northern Hemisphere over the past 2 decades,journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000249851200001&KeyUID=WOS:000249851200001,Jérôme Demarty
0000-0001-5173-9030,2007,Growing season extension and its impact on terrestrial carbon cycle in the Northern Hemisphere over the past 2 decades,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-36749001536&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2006,Contribution of thermal infrared remote sensing data in multiobjective calibration of a dual-source SVAT model,journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000238689800008&KeyUID=WOS:000238689800008,Jérôme Demarty
0000-0001-5173-9030,2006,Contribution of thermal infrared remote sensing data in multiobjective calibration of a dual-source SVAT model,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-33746034966&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2006,Monitoring evapotranspiration over the Alpilles test site by introducing remote sensing data at various spatial resolutions into a dynamic SVAT model,book-chapter,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000241022800028&KeyUID=WOS:000241022800028,Jérôme Demarty
0000-0001-5173-9030,2006,Monitoring evapotranspiration over the alpilles test site by introducing remote sensing data at various spatial resolutions into a dynamic SVAT model,conference-paper,http://www.scopus.com/inward/record.url?eid=2-s2.0-33846347962&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2005,Constraining a physically based Soil-Vegetation-Atmosphere Transfer model with surface water content and thermal infrared brightness temperature measurements using a multiobjective approach,journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000226582100003&KeyUID=WOS:000226582100003,Jérôme Demarty
0000-0001-5173-9030,2005,Constraining a physically based Soil-Vegetation-Atmosphere Transfer model with surface water content and thermal infrared brightness temperature measurements using a multiobjective approach,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-14944347947&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2005,Evapotranspiration monitoring using remote sensing measurements assimilated in a SVAT model,conference-paper,https://hal.inrae.fr/hal-02826327,Jérôme Demarty
0000-0001-5173-9030,2005,Evapotranspiration monitoring using remote sensing measurements assimilated in a SVAT model,journal-article,https://hal.inrae.fr/hal-02676307,Jérôme Demarty
0000-0001-5173-9030,2005,Future directions for advanced evapotranspiration modeling: Assimilation of remote sensing data into crop simulation models and SVAT models,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-14944357885&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2005,Monitoring evapotranspiration by assimilating remote sensing data into a dynamic SVAT model over the Alpilles test site,conference-paper,https://hal.inrae.fr/hal-02829512,Jérôme Demarty
0000-0001-5173-9030,2004,Apport de la télédétection infrarouge thermique pour l'étalonnage d'un modèle TSVA.,conference-paper,https://hal.science/hal-00151443,Jérôme Demarty
0000-0001-5173-9030,2004,"Comparison of three methods of data assimilation into a crop model, based on remote sensing observations",conference-paper,https://hal.inrae.fr/hal-02760147,Jérôme Demarty
0000-0001-5173-9030,2004,Contribution of thermal infrared remote sensing to SVAT model calibration.,conference-paper,https://hal.science/hal-00151445,Jérôme Demarty
0000-0001-5173-9030,2004,Potentialities of thermal infrared remote sensing for SVAT model calibration.,conference-paper,https://hal.science/hal-00151446,Jérôme Demarty
0000-0001-5173-9030,2004,Using a multiobjective approach to retrieve information on surface properties used in a SVAT model,journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000220153300013&KeyUID=WOS:000220153300013,Jérôme Demarty
0000-0001-5173-9030,2004,Using a multiobjective approach to retrieve information on surface properties used in a SVAT model,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-1542350138&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2003,Assimilation of remote sensing data into crop simulation models and SVAT models for evapotranspiration and irrigation monitoring,conference-paper,https://hal.inrae.fr/hal-02583492,Jérôme Demarty
0000-0001-5173-9030,2003,Mesh size selection in a soil-biosphere-atmosphere transfer model,journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000220240800007&KeyUID=WOS:000220240800007,Jérôme Demarty
0000-0001-5173-9030,2003,Mesh size selection in a soil-biosphere-atmosphere transfer model,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-56249093859&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2003,Potentialities of the multiobjective approach to assimilate remote sensing data in SVAT models,conference-paper,https://hal.inrae.fr/hal-02762470,Jérôme Demarty
0000-0001-5173-9030,2003,Potentialities of the multiobjective approach to assimilate remote sensing data in SVAT models,conference-paper,https://hal.inrae.fr/hal-02581485,Jérôme Demarty
0000-0001-5173-9030,2003,Thermal infrared radiative transfer within three-dimensional vegetation covers,journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000182842900001&KeyUID=WOS:000182842900001,Jérôme Demarty
0000-0001-5173-9030,2003,Thermal infrared radiative transfer within three-dimensional vegetation covers,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-1142300911&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2002,Assimilation of remote sensing data into crop simulation models and SVAT models,conference-paper,https://hal.inrae.fr/hal-02764164,Jérôme Demarty
0000-0001-5173-9030,2002,Assimilation variationnelle et multispectrale dans un modèle TSVA par étalonnage stochastique,conference-paper,https://hal.inrae.fr/hal-02764411,Jérôme Demarty
0000-0001-5173-9030,2002,Comparison of measured and SISPAT-RS simulated brightness temperatures and reflectances at field scale during ReSeDA experiment,book-chapter,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000175312100015&KeyUID=WOS:000175312100015,Jérôme Demarty
0000-0001-5173-9030,2002,Comparison of measured and SISPAT-RS simulated brightness temperatures and reflectances at field scale during ReSeDa experiment,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036397240&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2002,Effect of aerodynamic resistance modelling on SiSPAT-RS simulated surface fluxes,journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000178957300015&KeyUID=WOS:000178957300015,Jérôme Demarty
