Acronyme PEPR,projet,Type_Data,Libellé structure,Sigle structure,Code RNSR,Code Unité,Tutelles,Domaine scientifique,Discipline ERC,Adresse,Latitude,Longitude
FairCarboN,DEEP-C,Labo,MAXPLANCK,MAXPLANCK,,Institut Allemand,Institut Allemand,,,Jena,50.9101014,11.5667444
FairCarboN,CANETE,Labo,"Milieux environnementaux, transferts et interactions dans les hydrosystèmes et les sols",METIS,199712664H,UMR 7619,CNRS / Sorbonne Université / ENS-PSL /EPHE Paris,"3-Sciences de la terre et de l'univers, espace","PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management",4 place Jussieu 75252 PARIS CEDEX 05,48.84586715698242,2.354955673217773
FairCarboN,PEACE,Labo,"Milieux environnementaux, transferts et interactions dans les hydrosystèmes et les sols",METIS,199712664H,UMR 7619,CNRS / Sorbonne Université / ENS-PSL /EPHE Paris,"3-Sciences de la terre et de l'univers, espace","PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management",4 place Jussieu 75252 PARIS CEDEX 05,48.84586715698242,2.354955673217773
FairCarboN,CarboNium,Labo,"Milieux environnementaux, transferts et interactions dans les hydrosystèmes et les sols",METIS,199712664H,UMR 7619,CNRS / Sorbonne Université / ENS-PSL /EPHE Paris,"3-Sciences de la terre et de l'univers, espace","PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management",4 place Jussieu 75252 PARIS CEDEX 05,48.84586715698242,2.354955673217773
FairCarboN,ALAMOD,Labo,"Milieux environnementaux, transferts et interactions dans les hydrosystèmes et les sols",METIS,199712664H,UMR 7619,CNRS / Sorbonne Université / ENS-PSL /EPHE Paris,"3-Sciences de la terre et de l'univers, espace","PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management",4 place Jussieu 75252 PARIS CEDEX 05,48.84586715698242,2.354955673217773
FairCarboN,SLAM-B,Labo,"Optimisation des procédés en agro-alimentaire, agriculture et environnement",OPAALE,201621929W,UR 1466,INRAE,10-Sciences agronomiques et écologiques,"LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards","17 avenue de Cucillé - CS 64427, F-35044 Rennes ",48.1273335,-1.7009788
FairCarboN,PREFALIM,Labo,Paris-Jourdan Sciences Economiques,PjSE,199812873F,UMR 8545,INRAE / CNRS / EHESS / ENS-PSL / Université Paris 1 / Ecole des Mines Paris,7-Sciences de la société,,"48 boulevard Jourdan
75014 PARIS ",48.8222725,2.3308584
FairCarboN,GREENSCALE,Labo,Paris-Jourdan Sciences Economiques,PjSE,199812873F,UMR 8545,INRAE / CNRS / EHESS / ENS-PSL / Université Paris 1 / Ecole des Mines Paris,7-Sciences de la société,,"48 boulevard Jourdan
75014 PARIS ",48.8222725,2.3308584
FairCarboN,CLIM-FAS,Labo,Paris Saclay Applied Economics,PSAE,202224181T ,UMR 0210,INRAE / AgroParisTech / Université Paris-Saclay,10-Sciences agronomiques et écologiques / 7-Sciences de la société,"SH1 : Individuals, Markets and Organisations : Economics, finance, management ;  SH2 : Institutions, Governance and Legal Systems : Political science, international relations, law ; SH3 : The Social World and Its Diversity : Sociology, social psychology, social anthropology, education sciences, communication studies",  Campus Agro Paris-Saclay 22 place de l'Agronomie 91123 Palaiseau Cedex,48.71667,2.25
FairCarboN,PREFALIM,Labo,Paris Saclay Applied Economics,PSAE,202224181T ,UMR 0210,INRAE / AgroParisTech / Université Paris-Saclay,10-Sciences agronomiques et écologiques / 7-Sciences de la société,"SH1 : Individuals, Markets and Organisations : Economics, finance, management ;  SH2 : Institutions, Governance and Legal Systems : Political science, international relations, law ; SH3 : The Social World and Its Diversity : Sociology, social psychology, social anthropology, education sciences, communication studies",  Campus Agro Paris-Saclay 22 place de l'Agronomie 91123 Palaiseau Cedex,48.71667,2.25
FairCarboN,PREFALIM,Labo,Paris School of Economics,PSE,,Insitut d'économie,ENS / EHESS / Ecole des Ponts / Université Paris 1,7-Sciences de la société,,"48 boulevard Jourdan
75014 PARIS ",48.8222,2.33
FairCarboN,Drought for C,Labo,Risques Ecosystèmes Vulnérabilité Environnement Résilience,RECOVER,201521789Y,UMR 1467,INRAE / Université Aix-Marseille,"5-Biologie, médecine et santé","LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards",3275 Route de Cézanne 13182 Aix-en-Provence,43.540925,5.445712
FairCarboN,ALAMOD,Labo,Recyclage&Risques,Recyclage&Risques,,UR 78,CIRAD,4-Chimie / 10-Sciences agronomiques et écologiques,"PE4 Physical and Analytical Chemical sciences: analytical chemistry, chemical theory, physical chemistry/chemical physics ",Avenue Agropolis-34398-Montpellier Cedex 5,43.64971458752341,3.869096786507703
FairCarboN,SLAM-B,Labo,Recyclage&Risques,Recyclage&Risques,,UR 78,CIRAD,4-Chimie / 10-Sciences agronomiques et écologiques,"PE4 Physical and Analytical Chemical sciences: analytical chemistry, chemical theory, physical chemistry/chemical physics ",Avenue Agropolis-34398-Montpellier Cedex 5,43.64971458752341,3.869096786507703
FairCarboN,CarboNium,Labo,RiverLy,RiverLy,,UR 1469,INRAE,10-Sciences agronomiques et écologiques,,"5 rue de la Doua - CS 20244
69625 Villeurbanne Cedex",45.76667,4.88333
FairCarboN,DEEP-C,Labo,Sol  Agro et hydrosystème Spatialisation,SAS,199917982E,UMR 1069,INRAE / Institut Agro,10-Sciences agronomiques et écologiques,,65  rue de Saint-Brieuc-35042-Rennes,48.1132164,-1.7077569
FairCarboN,SLAM-B,Labo,Sol  Agro et hydrosystème Spatialisation,SAS,199917982E,UMR 1069,INRAE / Institut Agro,10-Sciences agronomiques et écologiques,,65  rue de Saint-Brieuc-35042-Rennes,48.1132164,-1.7077569
FairCarboN,ALAMOD,Labo,Systèmes d'élevage méditerranéens et tropicaux,SELMET,199419708C,UMR 0868,CIRAD / INRAE / Institut Agro,6-Sciences humaines et humanités / 10-Sciences agronomiques et écologiques," - LS9 : Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards","Campus International de Baillarguet, Avenue du Campus Agropolis, 34980 Montferrier-sur-Lez, France",43.6835992,3.8764969
FairCarboN,RIFT,Labo,Systèmes d'élevage méditerranéens et tropicaux,SELMET,199419708C,UMR 0868,CIRAD / INRAE / Institut Agro,6-Sciences humaines et humanités / 10-Sciences agronomiques et écologiques," - LS9 : Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards","Campus International de Baillarguet, Avenue du Campus Agropolis, 34980 Montferrier-sur-Lez, France",43.6835992,3.8764969
FairCarboN,SLAM-B,Labo,Systèmes d'élevage méditerranéens et tropicaux,SELMET,199419708C,UMR 0868,CIRAD / INRAE / Institut Agro,6-Sciences humaines et humanités / 10-Sciences agronomiques et écologiques," - LS9 : Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards","Campus International de Baillarguet, Avenue du Campus Agropolis, 34980 Montferrier-sur-Lez, France",43.6835992,3.8764969
FairCarboN,ALAMOD,Labo,Ecologie des forêts,SILVA,201822750E,UMR 1434,INRAE / AgroParisTech / Université de Lorraine,"3-Sciences de la terre et de l'univers, espace / 10-Sciences agronomiques et écologiques / 5-Biologie, médecine et santé","LS1-Molecules of Life: Biological Mechanisms, Structures and Functions : Molecular biology, biochemistry, structural biology, molecular biophysics, synthetic and chemical biology, drug design, innovative methods and modelling",Centre INRAE Grand Est - rue d'Amance-54280-CHAMPENOUX,48.744439,6.348987
FairCarboN,Drought for C,Labo,Ecologie des forêts,SILVA,201822750E,UMR 1434,INRAE / AgroParisTech / Université de Lorraine,"3-Sciences de la terre et de l'univers, espace / 10-Sciences agronomiques et écologiques / 5-Biologie, médecine et santé","LS1-Molecules of Life: Biological Mechanisms, Structures and Functions : Molecular biology, biochemistry, structural biology, molecular biophysics, synthetic and chemical biology, drug design, innovative methods and modelling",Centre INRAE Grand Est - rue d'Amance-54280-CHAMPENOUX,48.744439,6.348987
FairCarboN,CANETE,Labo,Ecologie des forêts,SILVA,201822750E,UMR 1434,INRAE / AgroParisTech / Université de Lorraine,"3-Sciences de la terre et de l'univers, espace / 10-Sciences agronomiques et écologiques / 5-Biologie, médecine et santé","LS1-Molecules of Life: Biological Mechanisms, Structures and Functions : Molecular biology, biochemistry, structural biology, molecular biophysics, synthetic and chemical biology, drug design, innovative methods and modelling",Centre INRAE Grand Est - rue d'Amance-54280-CHAMPENOUX,48.744439,6.348987
FairCarboN,SLAM-B,Labo,"Laboratoire d'Etudes et de Recherches en Economie sur les Structures et Marchés Agricoles, Ressources et Territoires",SMART-LERECO,200817993C,UMR 1302,INRAE / Institut Agro, 7-Sciences de la société / 10-Sciences agronomiques et écologiques,,"Rue de la Géraudière
44316 Nantes",47.2633173,-1.5653862
FairCarboN,PREFALIM,Labo,"Laboratoire d'Etudes et de Recherches en Economie sur les Structures et Marchés Agricoles, Ressources et Territoires",SMART-LERECO,200817993C,UMR 1302,INRAE / Institut Agro, 7-Sciences de la société / 10-Sciences agronomiques et écologiques,,"Rue de la Géraudière
44316 Nantes",47.2633173,-1.5653862
FairCarboN,SLAM-B,Labo,Science et Technologie du Lait et de l'Œuf,STLO,,UMR 1253,INRAE / Institut Agro,10-Sciences agronomiques et écologiques,,65 rue de Saint-Brieuc 35042 Rennes,48.11525344848633,-1.707897663116455
FairCarboN,SLAM-B,Labo,Toulouse Biotechnologie Institut,TBI,196917933G,UMR 5504,INRAE / CNRS / INSA Toulouse,"8-Sciences pour l'ingénieur / 5-Biologie, médecine et santé","LS1-Molecules of Life: Biological Mechanisms, Structures and Functions : Molecular biology, biochemistry, structural biology, molecular biophysics, synthetic and chemical biology, drug design, innovative methods and modelling,
LS3-Cellular, Developmental and Regenerative Biology : Structure and function of the cell, cell-cell communication, embryogenesis, tissue differentiation, organogenesis, growth, development, evolution of development, organoids, stem cells, regeneration, therapeutic approaches,
LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
PE8-Products and Processes Engineering : Product and process design, chemical, civil, environmental, mechanical, vehicle engineering, energy processes and relevant computational methods,
LS2-Integrative Biology: from Genes and Genomes to Systems : Genetics, epigenetics, genomics and other ‘omics studies, bioinformatics, systems biology, genetic diseases, gene editing, innovative methods and modelling, ‘omics for personalised medicine",135 avenue de Rangueil 31077 Toulouse,43.5697891,1.4675596
FairCarboN,PREFALIM,Labo,TSE-R Toulouse School of Economics – Recherche ,TSE - R,201621876N,UMR 5314,CNRS / INRAE / ESSQT,7-Sciences de la société,"SH1 : Individuals, Markets and Organisations : Economics, finance, management ","1 Esplanade de l'Université, 31000 Toulouse, France",43.604638,1.4350147
FairCarboN,SLAM-B,Labo,Unité de Modélisation Mathématique et Informatique des Systèmes Complexes,UMMISCO,201421254W,UMI 209,IRD / Sorbonne Université,9-Sciences et technologies de l'information et de la communication / 1-Mathématiques et leurs interactions,"PE6-Computer science and informatics : informatics and information systems, computer science, scientific computing, intelligent systems","Bondy innovation, 32 Avenue Henri Varagnat, 93140 Bondy, France",48.9169889,2.4848846
FairCarboN,DEEP-C,Labo,UNESCO,UNESCO,,International,International,,,Montreal,45.5031824,-73.5698065
FairCarboN,ALAMOD,Labo,Écosystème Prairial,UREP,201722611H,UMR 0874,INRAE / VETAGRO,10-Sciences agronomiques et écologiques,,5 chemin de Beaulieu-63000-CLERMONT-FERRAND,45.7696647644043,3.1467630863189697
FairCarboN,Drought for C,Labo,Ecologie des Forêts Méditerranéennes,URFM,196817912N,UR 0629,INRAE,10-Sciences agronomiques et écologiques,,228  route de l'Aérodrome CS40509-84914-Avignon,43.917101,4.883472
FairCarboN,ALAMOD,Labo,Ecologie des Forêts Méditerranéennes,URFM,196817912N,UR 0629,INRAE,10-Sciences agronomiques et écologiques,,228  route de l'Aérodrome CS40509-84914-Avignon,43.917101,4.883472
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
FairCarboN,,,,,,,,,,,,
